PRODUCTO,AÑO,PRECIO,CONSUMOXCAPITA
PAN,2006,2.0945687609923764,43.391115905556134
ARROZ,2006,1.2276121090995162,4.520426127412567
ACEITE DE OLIVA,2006,3.896769329224894,9.188768034943608
TOMATES,2006,1.3652634583572576,13.461095555031381
PLAT.PREP.CONSERVA,2006,4.371364069311646,1.146341304763858
CARNE VACUNO,2007,8.485602111376096,7.239799818522332
CARNE POLLO,2007,3.8281071112621343,12.771180215951022
CARNE CERDO,2007,5.89396553760343,11.354941934816846
SALMON,2007,7.7830502740200105,0.6940541422824803
PAN,2007,2.1565264619077604,42.76559630105692
ARROZ,2007,1.2208095507768764,4.4843124431683545
ACEITE DE OLIVA,2007,3.009027628053612,9.435260178582698
TOMATES,2007,1.4515251624969432,13.378643173047779
PLAT.PREP.CONSERVA,2007,4.571108095215939,1.2616780155447833
CARNE VACUNO,2008,8.840522195327962,7.902962836978208
CARNE POLLO,2008,4.116223545832136,14.419329500521973
CARNE CERDO,2008,6.060039607247308,11.776174455045037
SALMON,2008,7.8455458959338875,0.7964538032129631
PAN,2008,2.3410222839434587,44.71778551083415
ARROZ,2008,1.3705191800956995,3.7437401078929904
ACEITE DE OLIVA,2008,2.9540657929241165,9.696978422322008
TOMATES,2008,1.4267145129024428,14.850923026649761
PLAT.PREP.CONSERVA,2008,4.952715478887333,1.3719563256659544
CARNE VACUNO,2009,8.988092790283256,7.345642694147288
CARNE POLLO,2009,4.032061484605926,14.18129280442866
CARNE CERDO,2009,5.892533454676509,11.496858263115099
SALMON,2009,8.040998594756022,0.8025590468460864
PAN,2009,2.396282750794752,40.83741165395622
ARROZ,2009,1.4393858538280513,3.745718763479401
ACEITE DE OLIVA,2009,2.564001888700168,9.765161309898499
TOMATES,2009,1.3705261386168461,15.068583859347642
PLAT.PREP.CONSERVA,2009,5.293703889214161,1.2754346634397105
CARNE VACUNO,2010,8.818868490974438,6.736166750786692
CARNE POLLO,2010,3.8164001328494845,14.5802220090447
CARNE CERDO,2010,5.9288156601694535,11.163746477249461
SALMON,2010,8.75922391954468,0.7140837347834241
PAN,2010,2.3399033618615865,36.32777425495939
ARROZ,2010,1.3616577233681653,3.856710016597693
ACEITE DE OLIVA,2010,2.509627489424101,9.71591951727402
TOMATES,2010,1.4898717138318807,14.122338586849496
PLAT.PREP.CONSERVA,2010,5.127159522004138,1.3099743372038257
CARNE VACUNO,2011,9.027366329030897,6.577152633672127
CARNE POLLO,2011,4.015437758272198,14.550497187413244
CARNE CERDO,2011,5.796883044490642,10.753928809942106
SALMON,2011,8.774433840289147,0.8651409092742934
PAN,2011,2.3980757276143136,35.5999991444468
ARROZ,2011,1.3906716216901858,3.895553521816514
ACEITE DE OLIVA,2011,2.4602350872027396,9.655507770544238
TOMATES,2011,1.28957524925448,15.253891813734475
PLAT.PREP.CONSERVA,2011,5.155181225049791,1.3926520666796525
CARNE VACUNO,2012,9.041438536449572,6.379223559313653
CARNE POLLO,2012,3.9703774088987194,14.755551201127902
CARNE CERDO,2012,5.686002161533308,10.675498971153388
SALMON,2012,7.873147311027117,1.0900243089339399
PAN,2012,2.354264524020052,35.86920584789883
ARROZ,2012,1.4138952902642599,4.006480006420009
ACEITE DE OLIVA,2012,2.4668914547071568,9.249497757244075
TOMATES,2012,1.3720992460842765,14.837936315132636
PLAT.PREP.CONSERVA,2012,5.237763263958615,1.3860069712352798
CARNE VACUNO,2013,9.07068501582208,6.189116678356006
CARNE POLLO,2013,4.0244941018936915,14.418774014858874
CARNE CERDO,2013,5.7815153644061255,10.680411196683519
SALMON,2013,9.193670386567813,0.9673045805201821
PAN,2013,2.331018788499337,37.279236868582245
ARROZ,2013,1.4266638600077686,3.96762999277235
ACEITE DE OLIVA,2013,2.9818639696907234,9.31013951600221
TOMATES,2013,1.333795808482723,15.032470602012634
PLAT.PREP.CONSERVA,2013,5.184217576784076,1.4377691193493936
CARNE VACUNO,2014,9.1737238273739,5.886084193046679
CARNE POLLO,2014,4.016679729789968,14.171634110725902
CARNE CERDO,2014,5.81965828853024,10.742426383974193
SALMON,2014,9.064952400776463,1.1644327545005988
PAN,2014,2.369609157118093,35.88959821792684
ARROZ,2014,1.4316368438458162,3.8768895368771155
ACEITE DE OLIVA,2014,2.7278371726416144,9.20791167637705
TOMATES,2014,1.3734734478271746,14.296824191777812
PLAT.PREP.CONSERVA,2014,5.312034201432128,1.4295827055234676
CARNE VACUNO,2015,9.20376380531411,5.692045398146465
CARNE POLLO,2015,4.100221149252599,13.784569884854717
CARNE CERDO,2015,6.020369694807422,10.889478235190586
SALMON,2015,8.949867453532786,1.3993261956765926
PAN,2015,2.4119584864173347,35.14850317494424
ARROZ,2015,1.4646766709394747,3.856311346169131
ACEITE DE OLIVA,2015,3.359893848429012,8.3567998900066
TOMATES,2015,1.4643085269765574,13.980400264951278
PLAT.PREP.CONSERVA,2015,5.29609661080187,1.507298291870643
CARNE VACUNO,2016,9.184945798267462,5.612510054903575
CARNE POLLO,2016,3.9714819985770626,13.865945764062001
CARNE CERDO,2016,5.69127039798469,10.675620590614017
SALMON,2016,10.674889455965005,1.041852239224871
PAN,2016,2.421548823059165,34.65484450267744
ARROZ,2016,1.5371366341385126,3.9133288862811826
ACEITE DE OLIVA,2016,3.6285592698113045,8.508964877105928
TOMATES,2016,1.4553912286568733,14.236860390614304
PLAT.PREP.CONSERVA,2016,5.32637945858721,1.6381906233641381
CARNE VACUNO,2017,9.416353443623727,5.185588958484405
CARNE POLLO,2017,4.11585644799111,12.986593945150656
CARNE CERDO,2017,5.861554903807901,10.226045217665584
SALMON,2017,11.122339555146212,1.0827407617456914
PAN,2017,2.4011372693676267,32.53530585455494
ARROZ,2017,1.5583878911065616,3.8098608075990836
ACEITE DE OLIVA,2017,4.0174360369198965,7.495347394957612
TOMATES,2017,1.5987397297488237,12.839392843603378
PLAT.PREP.CONSERVA,2017,5.41196837335313,1.693285826274378
CARNE VACUNO,2018,9.579493710215779,4.915427378709837
CARNE POLLO,2018,4.313836126191316,12.607443417948504
CARNE CERDO,2018,5.934822283244881,10.018696917019565
SALMON,2018,10.828597706369061,1.1352818077925175
PAN,2018,2.3962697610212076,31.872912953216833
ARROZ,2018,1.6365677735822861,3.8766847492080863
ACEITE DE OLIVA,2018,3.806168536103014,7.7844271673803265
TOMATES,2018,1.5990892013360904,13.260899073928194
PLAT.PREP.CONSERVA,2018,5.581224970505093,1.7817738950140043
CARNE VACUNO,2019,9.674139295181785,4.852946279029989
CARNE POLLO,2019,4.329332663941476,12.373793933598348
CARNE CERDO,2019,6.1141533989799814,9.63711875143385
SALMON,2019,10.64512202979296,1.263657671382617
PAN,2019,2.4321868709405847,31.078835517978845
ARROZ,2019,1.6889409249773337,3.838999299861003
ACEITE DE OLIVA,2019,3.2140684095653382,7.715166357315261
TOMATES,2019,1.6903933212301616,13.297271524692519
PLAT.PREP.CONSERVA,2019,5.604585444683619,1.8334837779675142
CARNE VACUNO,2020,9.841966413591857,5.354806170036848
CARNE POLLO,2020,4.384711602024173,13.648103417096426
CARNE CERDO,2020,6.3089100930593265,10.927350314516
SALMON,2020,10.518038399796621,1.6118619599200958
PAN,2020,2.3847783191608656,32.77517865015759
ARROZ,2020,1.6581032503417115,4.260088443863287
ACEITE DE OLIVA,2020,2.945141125537182,8.926025192277743
TOMATES,2020,1.7471853009411908,14.612037891953245
PLAT.PREP.CONSERVA,2020,5.812731880770742,1.997478686691011
CARNE VACUNO,2021,9.977116360060126,4.747332351503415
CARNE POLLO,2021,4.577858182916693,12.05717012612515
CARNE CERDO,2021,6.255629838469336,9.641186061685596
SALMON,2021,10.361301673532926,1.61430768778005
PAN,2021,2.3634287942272523,30.06641937617026
ARROZ,2021,1.7560753347152092,4.016396845727352
ACEITE DE OLIVA,2021,3.309571367653017,7.723352694048949
TOMATES,2021,1.8142753404073393,12.982907581087616
PLAT.PREP.CONSERVA,2021,6.117602526075402,2.011341416026548
CARNE VACUNO,2022,11.06077742043678,3.9061094113422126
CARNE POLLO,2022,5.189106796493037,10.929608349767305
CARNE CERDO,2022,6.701448773185103,8.81288191686626
SALMON,2022,12.843871139706389,1.2118753807481535
PAN,2022,2.52074192852767,27.85604623642092
ARROZ,2022,2.005053260327846,3.8438932152634147
ACEITE DE OLIVA,2022,4.2855912428570315,7.307413263841212
TOMATES,2022,2.0743748842478116,11.687792049548618
PLAT.PREP.CONSERVA,2022,6.636800490973642,2.0469586953748133
CARNE VACUNO,2023,12.180582138004509,3.8916491717832984
CARNE POLLO,2023,5.473768250227627,12.054347189666686
CARNE CERDO,2023,7.507138369651125,9.142964961851638
SALMON,2023,14.383280287361702,1.2358934759823879
PAN,2023,2.638424022914757,27.505600789260956
ARROZ,2023,2.2686017766779374,3.7639865562877817
ACEITE DE OLIVA,2023,6.103898212014783,6.189410097610611
TOMATES,2023,2.280441125525439,11.40670728446273
PLAT.PREP.CONSERVA,2023,7.361427455849849,1.9615225528497502
CARNE VACUNO,2024,10.1150536105089,3.8988963671597547
CARNE POLLO,2024,12.444567655590404,12.532037784323363
CARNE CERDO,2024,12.96725977733187,9.308459113215624
SALMON,2024,13.021014865253633,1.3058085934697232
PAN,2024,3.458144472558718,27.44904916696506
ARROZ,2024,6.109988885333578,3.7628180796902986
ACEITE DE OLIVA,2024,5.472835604725418,5.645763828503744
TOMATES,2024,7.397572288372042,11.845913863798632
PLAT.PREP.CONSERVA,2024,3.1172311851728463,2.0013774523128283
